1002,0
1003,1
1004,1
1005,1
1008,1
1013,1
1015,0
1016,1
1017,1
1018,1
1020,1
1022,1
1024,1
1025,1
1027,1
1029,1
1031,1
1032,1
1033,1
1034,0
1036,0
1039,1
1041,1
1042,1
1043,0
1044,1
1045,1
1046,1
1047,0
1048,1
1049,0
1051,1
1052,1
1053,1
1054,1
1055,1
1057,1
1058,0
1059,1
1060,0
1061,0
1062,0
1064,1
1065,1
1067,1
1069,1
1072,1
1073,1
1075,1
1076,1
1077,0
1078,0
1079,1
1081,1
1082,1
1083,1
1086,1
1089,1
1091,0
1092,0
1093,1
1094,1
1096,1
1097,1
1098,1
1099,0
1100,0
1102,1
1106,0
1107,1
1108,1
1109,1
1110,1
1112,1
1115,0
1120,0
1121,1
1122,1
1123,1
1124,0
1126,0
1127,1
1130,1
1132,1
1133,0
1134,1
1135,1
1136,0
1138,1
1139,1
1140,1
1141,1
1143,0
1144,1
1150,0
1152,0
1153,0
1154,1
1156,1
1157,0
1158,1
1159,0
1160,1
1161,1
1162,1
1164,1
1165,1
1166,0
1168,1
1170,1
1173,0
1174,1
1176,1
1178,1
1179,0
1180,1
1182,0
1183,1
1184,1
1185,1
1186,1
1188,1
1190,0
1191,0
1194,1
1195,1
1196,1
1197,0
1198,1
1199,0
1200,0
1202,1
1203,0
1204,1
1205,1
1206,0
1209,1
1211,1
1212,1
1219,0
1221,1
1222,1
1223,1
1224,1
1225,0
1226,1
1227,1
1229,1
1230,1
1231,1
1233,1
1234,0
1235,0
1236,1
1238,1
1239,1
1241,1
1243,1
1244,1
1245,1
1246,1
1247,1
1249,0
1250,0
1251,1
1255,1
1257,1
1259,1
1260,0
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,0
1269,1
1270,1
1271,1
1274,1
1275,1
1276,0
1277,1
1278,1
1279,0
1280,0
1281,1
1283,1
1284,1
1286,1
1288,1
1291,1
1293,1
1294,1
1295,1
1296,1
1299,1
1300,1
1301,1
1302,1
1303,0
1305,1
1306,1
1308,1
1309,1
1310,1
1311,0
1313,1
1314,0
1315,1
1317,1
1319,1
1321,1
1322,1
1323,0
1324,1
1325,0
1326,1
1328,1
1329,1
1331,0
1334,0
1336,0
1337,1
1338,1
1339,1
1341,1
1342,1
1343,1
1346,1
1347,0
1348,1
1350,1
1353,1
1357,1
1359,1
1360,1
1361,1
1362,0
1364,1
1365,1
1366,0
1371,1
1372,1
1373,1
1374,1
1376,1
1377,1
1379,1
1380,0
1382,1
1383,1
1384,0
1385,0
1388,1
1389,1
1390,0
1394,0
1395,0
1397,1
1398,1
1399,1
1402,1
1403,0
1404,1
1405,1
1406,1
1407,0
1409,1
1410,0
1413,1
1416,1
1418,1
1420,1
1421,1
1425,0
1426,1
1428,1
1429,1
1430,1
1431,1
1436,1
1437,0
1438,1
1440,1
1441,1
1444,1
1446,1
1449,1
1450,1
1451,0
1452,1
1458,1
1459,1
1460,1
1461,1
1463,1
1464,1
1466,1
1468,0
1469,0
1470,1
1471,1
1472,1
1479,1
1481,1
1483,1
1484,0
1485,1
1486,1
1487,0
1491,0
1492,0
1493,1
1494,0
1497,1
1498,1
1499,0
1500,1
1501,1
1502,1
1504,1
1505,1
1506,1
1507,1
1508,1
1509,1
1510,1
1512,1
1513,1
1516,1
1517,1
1523,1
1526,1
1529,1
1530,0
1531,1
1533,1
1534,0
1535,1
1536,1
1537,1
1539,1
1540,1
1541,0
1543,1
1545,1
1547,0
1548,1
1549,1
1550,1
1551,0
1552,1
1553,1
1555,1
1556,0
1557,1
1558,0
1559,1
1561,1
1564,1
1565,1
1566,1
1567,1
1569,1
1572,1
1573,1
1574,1
1575,0
1576,1
1577,1
1578,1
1581,0
1582,0
1586,0
1587,1
1588,1
1590,1
1592,1
1593,1
1594,1
1596,0
1598,1
1599,1
1600,1
1603,1
1604,1
1605,0
1606,0
1607,0
1608,1
1609,1
1610,0
1612,1
1613,1
1615,1
1616,0
1618,1
1623,0
1624,0
