1002,0
1003,2
1004,2
1005,0
1008,2
1013,0
1015,0
1016,0
1017,0
1018,2
1020,0
1022,0
1024,0
1025,0
1027,0
1029,0
1031,1
1032,1
1033,0
1034,0
1036,0
1039,2
1041,0
1042,0
1043,1
1044,1
1045,1
1046,0
1047,2
1048,1
1049,0
1051,0
1052,0
1053,0
1054,1
1055,0
1057,2
1058,1
1059,0
1060,0
1061,0
1062,2
1064,0
1065,0
1067,0
1069,0
1072,2
1073,1
1075,1
1076,1
1077,1
1078,0
1079,2
1081,1
1082,0
1083,2
1086,2
1089,1
1091,2
1092,0
1093,0
1094,2
1096,2
1097,2
1098,0
1099,0
1100,2
1102,0
1106,1
1107,0
1108,2
1109,1
1110,0
1112,0
1115,0
1120,0
1121,0
1122,0
1123,0
1124,0
1126,2
1127,1
1130,2
1132,1
1133,0
1134,2
1135,0
1136,1
1138,2
1139,0
1140,2
1141,1
1143,2
1144,1
1150,1
1152,1
1153,0
1154,2
1156,2
1157,1
1158,1
1159,0
1160,0
1161,0
1162,2
1164,0
1165,0
1166,0
1168,2
1170,0
1173,1
1174,1
1176,1
1178,0
1179,0
1180,1
1182,2
1183,0
1184,0
1185,0
1186,2
1188,1
1190,0
1191,1
1194,2
1195,1
1196,1
1197,0
1198,0
1199,0
1200,2
1202,2
1203,2
1204,0
1205,2
1206,2
1209,1
1211,1
1212,0
1219,0
1221,0
1222,0
1223,1
1224,0
1225,0
1226,2
1227,2
1229,2
1230,1
1231,1
1233,1
1234,1
1235,0
1236,0
1238,0
1239,2
1241,0
1243,0
1244,0
1245,2
1246,2
1247,0
1249,0
1250,0
1251,1
1255,0
1257,0
1259,2
1260,0
1262,0
1263,1
1264,2
1265,2
1266,0
1267,0
1268,1
1269,1
1270,2
1271,0
1274,0
1275,0
1276,1
1277,1
1278,1
1279,0
1280,2
1281,1
1283,1
1284,0
1286,0
1288,1
1291,0
1293,0
1294,1
1295,2
1296,1
1299,2
1300,2
1301,1
1302,1
1303,2
1305,0
1306,1
1308,1
1309,0
1310,0
1311,0
1313,1
1314,1
1315,1
1317,1
1319,1
1321,0
1322,0
1323,1
1324,0
1325,1
1326,2
1328,0
1329,0
1331,2
1334,0
1336,2
1337,0
1338,2
1339,1
1341,1
1342,0
1343,0
1346,0
1347,2
1348,2
1350,1
1353,0
1357,2
1359,0
1360,1
1361,1
1362,1
1364,0
1365,0
1366,0
1371,1
1372,0
1373,0
1374,0
1376,1
1377,1
1379,0
1380,0
1382,0
1383,2
1384,1
1385,1
1388,0
1389,0
1390,0
1394,0
1395,0
1397,1
1398,0
1399,1
1402,0
1403,0
1404,0
1405,0
1406,0
1407,1
1409,2
1410,0
1413,2
1416,0
1418,2
1420,0
1421,2
1425,2
1426,1
1428,2
1429,0
1430,1
1431,2
1436,1
1437,1
1438,2
1440,0
1441,0
1444,1
1446,1
1449,0
1450,1
1451,2
1452,2
1458,0
1459,0
1460,0
1461,0
1463,2
1464,0
1466,0
1468,0
1469,0
1470,1
1471,2
1472,1
1479,2
1481,0
1483,2
1484,1
1485,1
