1002,0
1003,1
1004,1
1005,0
1008,1
1013,0
1015,0
1016,1
1017,0
1018,0
1020,1
1022,0
1024,0
1025,0
1027,0
1029,0
1031,1
1032,1
1033,1
1034,0
1036,0
1039,1
1041,0
1042,1
1043,0
1044,0
1045,1
1046,0
1047,1
1048,1
1049,0
1051,0
1052,0
1053,0
1054,1
1055,0
1057,1
1058,0
1059,0
1060,0
1061,1
1062,0
1064,0
1065,1
1067,0
1069,0
1072,0
1073,1
1075,0
1076,0
1077,0
1078,0
1079,1
1081,1
1082,0
1083,0
1086,1
1089,0
1091,1
1092,0
1093,0
1094,1
1096,1
1097,1
1098,1
1099,0
1100,0
1102,0
1106,1
1107,1
1108,1
1109,1
1110,0
1112,1
1115,1
1120,0
1121,0
1122,0
1123,0
1124,0
1126,1
1127,1
1130,0
1132,0
1133,1
1134,1
1135,1
1136,0
1138,1
1139,1
1140,1
1141,1
1143,1
1144,1
1150,1
1152,0
1153,0
1154,1
1156,1
1157,1
1158,1
1159,0
1160,0
1161,0
1162,1
1164,0
1165,0
1166,1
1168,0
1170,0
1173,1
1174,0
1176,1
1178,0
1179,0
1180,1
1182,1
1183,1
1184,0
1185,0
1186,1
1188,1
1190,1
1191,1
1194,1
1195,1
1196,1
1197,1
1198,0
1199,0
1200,1
1202,0
1203,1
1204,0
1205,1
1206,1
1209,1
1211,1
1212,0
1219,1
1221,0
1222,1
1223,0
1224,0
1225,0
1226,1
1227,1
1229,0
1230,0
1231,1
1233,1
1234,1
1235,0
1236,0
1238,0
1239,1
1241,1
1243,1
1244,0
1245,1
1246,1
1247,0
1249,0
1250,1
1251,1
1255,0
1257,0
1259,0
1260,1
1262,1
1263,1
1264,1
1265,1
1266,0
1267,1
1268,0
1269,0
1270,1
1271,1
1274,0
1275,0
1276,1
1277,0
1278,1
1279,0
1280,1
1281,0
1283,0
1284,0
1286,1
1288,0
1291,0
1293,1
1294,1
1295,1
1296,1
1299,1
1300,1
1301,1
1302,0
1303,1
1305,0
1306,0
1308,0
1309,0
1310,0
1311,1
1313,0
1314,1
1315,1
1317,1
1319,0
1321,0
1322,0
1323,1
1324,0
1325,1
1326,1
1328,1
1329,0
1331,0
1334,0
1336,1
1337,0
1338,1
1339,1
1341,1
1342,1
1343,0
1346,0
1347,1
1348,1
1350,0
1353,0
1357,0
1359,0
1360,1
1361,0
1362,1
1364,1
1365,0
1366,0
1371,1
1372,0
1373,0
1374,1
1376,0
1377,1
1379,0
1380,0
1382,0
1383,1
1384,1
1385,0
1388,0
1389,1
1390,0
1394,1
1395,0
1397,0
1398,0
1399,0
1402,0
1403,0
1404,0
1405,0
1406,1
1407,1
1409,1
1410,0
1413,1
1416,1
1418,1
1420,0
1421,1
1425,1
1426,1
1428,1
1429,0
1430,1
1431,1
1436,1
1437,1
1438,1
1440,0
1441,0
1444,1
1446,0
1449,0
1450,1
1451,1
1452,1
1458,0
1459,0
1460,1
1461,0
1463,1
1464,0
1466,1
1468,1
1469,0
1470,1
1471,1
1472,1
1479,1
1481,1
1483,0
1484,0
1485,0
1486,0
1487,1
1491,0
1492,0
1493,1
1494,1
1497,1
1498,0
1499,0
1500,1
1501,0
1502,0
1504,1
1505,0
1506,1
1507,0
1508,0
1509,0
1510,1
1512,1
1513,0
1516,0
1517,0
1523,0
1526,1
1529,0
1530,0
1531,0
1533,0
1534,1
1535,0
1536,1
1537,0
1539,0
1540,0
1541,0
1543,1
1545,1
1547,1
1548,1
1549,1
1550,0
1551,0
1552,1
1553,1
1555,0
1556,0
1557,1
1558,0
1559,0
1561,0
1564,0
1565,1
1566,0
1567,0
1569,0
1572,0
1573,1
1574,1
1575,0
1576,1
1577,0
1578,1
1581,0
1582,0
1586,1
1587,1
1588,1
1590,0
1592,1
1593,0
1594,1
1596,0
1598,0
1599,0
1600,0
1603,1
1604,1
1605,1
1606,1
1607,0
1608,0
1609,0
1610,1
1612,1
1613,0
1615,0
1616,1
1618,0
1623,1
1624,1
